USER_ID,MERCHANT_ID,Transactions
128,318,0.076923077
128,212,0.179487179
128,319,0.051282051
128,257,0.076923077
128,253,0.025641026
128,320,0.025641026
128,246,0.025641026
128,230,0.025641026
128,321,0.025641026
128,322,0.025641026
128,232,0.025641026
128,323,0.051282051
128,273,0.025641026
128,324,0.051282051
129,279,0.010204082
129,219,0.193877551
129,281,0.010204082
129,211,0.010204082
129,239,0.010204082
129,212,0.469387755
129,240,0.214285714
129,215,0.010204082
129,258,0.030612245
129,254,0.040816327
130,212,1
131,220,0.076923077
131,203,0.076923077
131,242,0.153846154
131,291,0.615384615
131,266,0.076923077
132,219,0.005882353
132,325,0.047058824
132,276,0.2
132,211,0.005882353
132,326,0.005882353
132,257,0.011764706
132,262,0.011764706
132,253,0.011764706
132,229,0.023529412
132,327,0.005882353
132,328,0.5
132,266,0.005882353
132,329,0.147058824
132,259,0.005882353
132,254,0.011764706
133,219,0.139534884
133,203,0.023255814
133,236,0.011627907
133,242,0.023255814
133,207,0.023255814
133,222,0.023255814
133,238,0.011627907
133,209,0.046511628
133,227,0.011627907
133,270,0.011627907
133,213,0.011627907
133,240,0.069767442
133,215,0.5
133,229,0.011627907
133,217,0.069767442
133,266,0.011627907
134,241,0.130434783
134,220,0.086956522
134,224,0.086956522
134,239,0.043478261
134,227,0.086956522
134,212,0.043478261
134,231,0.086956522
134,254,0.434782609
135,241,0.008130081
135,279,0.016260163
135,219,0.004065041
135,220,0.028455285
135,268,0.004065041
135,205,0.028455285
135,203,0.008130081
135,236,0.004065041
135,285,0.004065041
135,242,0.06504065
135,206,0.004065041
135,237,0.012195122
135,223,0.004065041
135,208,0.008130081
135,314,0.008130081
135,238,0.012195122
135,209,0.06097561
135,210,0.008130081
135,211,0.048780488
135,286,0.004065041
135,227,0.06504065
135,214,0.012195122
135,215,0.113821138
135,289,0.024390244
135,291,0.008130081
135,293,0.008130081
135,229,0.028455285
135,264,0.008130081
135,247,0.109756098
135,306,0.004065041
135,216,0.004065041
135,231,0.008130081
135,309,0.004065041
135,217,0.020325203
135,218,0.008130081
135,266,0.004065041
135,232,0.008130081
135,267,0.004065041
135,296,0.032520325
135,273,0.158536585
135,254,0.008130081
135,330,0.004065041
135,311,0.012195122
136,291,1
137,303,0.023255814
137,279,0.058139535
137,220,0.011627907
137,207,0.058139535
137,239,0.011627907
137,261,0.011627907
137,213,0.406976744
137,214,0.127906977
137,215,0.104651163
137,229,0.023255814
137,217,0.151162791
137,311,0.011627907
138,303,0.002923977
138,204,0.00877193
138,331,0.002923977
138,220,0.005847953
138,284,0.005847953
138,332,0.00877193
138,205,0.005847953
138,203,0.002923977
138,236,0.005847953
138,207,0.099415205
138,333,0.002923977
138,208,0.00877193
138,269,0.014619883
138,238,0.005847953
138,209,0.005847953
138,210,0.005847953
138,211,0.038011696
138,286,0.002923977
138,227,0.029239766
138,214,0.002923977
138,240,0.029239766
138,215,0.35380117
138,255,0.005847953
138,229,0.020467836
138,271,0.002923977
138,264,0.005847953
138,305,0.005847953
138,306,0.002923977
138,308,0.002923977
138,216,0.014619883
138,231,0.011695906
138,309,0.002923977
138,217,0.096491228
138,267,0.014619883
138,310,0.002923977
138,273,0.143274854
138,334,0.002923977
138,313,0.014619883
139,228,0.5
139,253,0.5
140,219,0.041666667
140,238,0.083333333
140,212,0.458333333
140,304,0.041666667
140,263,0.125
140,258,0.125
140,232,0.041666667
140,254,0.083333333
141,219,0.368421053
141,222,0.105263158
141,211,0.052631579
141,239,0.052631579
141,240,0.157894737
141,215,0.157894737
141,254,0.105263158
142,219,0.033333333
142,220,0.016666667
142,203,0.083333333
142,222,0.1
142,239,0.033333333
142,277,0.016666667
142,212,0.066666667
142,257,0.033333333
142,215,0.016666667
142,291,0.05
142,229,0.016666667
142,327,0.033333333
142,306,0.15
142,231,0.016666667
142,328,0.016666667
142,232,0.033333333
142,254,0.016666667
142,312,0.25
142,335,0.016666667
143,279,0.018518519
143,204,0.00617284
143,219,0.067901235
143,205,0.012345679
143,236,0.030864198
143,206,0.012345679
143,207,0.00617284
143,222,0.00617284
143,314,0.00617284
143,336,0.00617284
143,318,0.024691358
143,210,0.012345679
143,239,0.037037037
143,286,0.00617284
143,256,0.024691358
143,212,0.080246914
143,270,0.012345679
143,213,0.061728395
143,214,0.00617284
143,257,0.049382716
143,240,0.234567901
143,215,0.086419753
143,255,0.00617284
143,304,0.012345679
143,283,0.00617284
143,229,0.030864198
143,271,0.00617284
143,216,0.018518519
143,248,0.012345679
143,295,0.00617284
143,267,0.00617284
143,273,0.018518519
143,254,0.061728395
143,313,0.00617284
144,219,0.454545455
144,220,0.090909091
144,242,0.090909091
144,291,0.090909091
144,273,0.090909091
144,254,0.181818182
145,337,0.149253731
145,338,0.082089552
145,208,0.014925373
145,224,0.007462687
145,225,0.014925373
145,209,0.007462687
145,339,0.014925373
145,340,0.007462687
145,341,0.007462687
145,319,0.007462687
145,342,0.052238806
145,253,0.014925373
145,246,0.029850746
145,343,0.02238806
145,266,0.02238806
145,323,0.059701493
145,273,0.425373134
145,254,0.029850746
145,234,0.029850746
146,338,0.00990099
146,202,0.00990099
146,220,0.03960396
146,344,0.00990099
146,203,0.03960396
146,242,0.00990099
146,222,0.00990099
146,223,0.00990099
146,208,0.099009901
146,238,0.00990099
146,209,0.089108911
146,345,0.03960396
146,239,0.00990099
146,227,0.01980198
146,212,0.02970297
146,240,0.00990099
146,215,0.089108911
146,291,0.01980198
146,229,0.00990099
146,247,0.00990099
146,216,0.00990099
146,266,0.00990099
146,248,0.00990099
146,273,0.257425743
146,254,0.01980198
146,233,0.118811881
147,346,0.006944444
147,347,0.006944444
147,348,0.034722222
147,219,0.020833333
147,220,0.006944444
147,205,0.006944444
147,207,0.034722222
147,221,0.013888889
147,269,0.020833333
147,349,0.0625
147,209,0.006944444
147,350,0.013888889
147,281,0.125
147,211,0.013888889
147,351,0.069444444
147,352,0.006944444
147,261,0.041666667
147,213,0.027777778
147,214,0.027777778
147,240,0.013888889
147,262,0.006944444
147,215,0.222222222
147,255,0.006944444
147,229,0.027777778
147,216,0.027777778
147,353,0.006944444
147,266,0.034722222
147,354,0.083333333
147,248,0.006944444
147,267,0.006944444
147,311,0.006944444
148,279,0.055776892
148,204,0.001992032
148,220,0.017928287
148,236,0.009960159
148,207,0.033864542
148,269,0.021912351
148,336,0.003984064
148,209,0.003984064
148,210,0.005976096
148,211,0.005976096
148,352,0.009960159
148,256,0.003984064
148,212,0.023904382
148,270,0.021912351
148,213,0.167330677
148,214,0.007968127
148,257,0.001992032
148,240,0.292828685
148,215,0.059760956
148,255,0.069721116
148,293,0.001992032
148,229,0.041832669
148,305,0.001992032
148,306,0.001992032
148,355,0.001992032
148,216,0.001992032
148,231,0.001992032
148,309,0.001992032
148,353,0.005976096
148,217,0.069721116
148,267,0.003984064
148,254,0.005976096
148,330,0.023904382
148,312,0.011952191
148,324,0.001992032
149,338,0.228813559
149,225,0.076271186
149,323,0.110169492
149,356,0.491525424
149,234,0.093220339
150,337,0.005063291
150,357,0.005063291
150,338,0.260759494
150,225,0.040506329
150,358,0.017721519
150,340,0.007594937
150,359,0.015189873
150,360,0.005063291
150,328,0.005063291
150,361,0.005063291
150,362,0.017721519
150,323,0.065822785
150,363,0.005063291
150,356,0.410126582
150,234,0.129113924
150,364,0.005063291
151,279,0.024390244
151,219,0.341463415
151,220,0.024390244
151,365,0.024390244
151,239,0.024390244
151,213,0.073170732
151,240,0.170731707
151,215,0.073170732
151,229,0.097560976
151,278,0.024390244
151,266,0.048780488
151,366,0.024390244
151,254,0.024390244
151,297,0.024390244
152,219,0.214285714
152,220,0.071428571
152,209,0.071428571
152,287,0.071428571
152,240,0.214285714
152,229,0.071428571
152,328,0.071428571
152,254,0.142857143
152,367,0.071428571
153,219,0.583333333
153,203,0.083333333
153,296,0.166666667
153,254,0.083333333
153,297,0.083333333
154,219,0.00952381
154,220,0.00952381
154,284,0.028571429
154,205,0.00952381
154,207,0.00952381
154,222,0.019047619
154,223,0.028571429
154,208,0.076190476
154,280,0.00952381
154,209,0.00952381
154,210,0.019047619
154,211,0.028571429
154,239,0.085714286
154,282,0.019047619
154,227,0.019047619
154,270,0.019047619
154,240,0.019047619
154,215,0.00952381
154,229,0.085714286
154,264,0.00952381
154,216,0.00952381
154,231,0.057142857
154,266,0.00952381
154,272,0.028571429
154,273,0.266666667
154,254,0.00952381
154,311,0.095238095
155,202,0.00862069
155,203,0.017241379
155,208,0.017241379
155,224,0.025862069
155,209,0.00862069
155,210,0.00862069
155,368,0.00862069
155,211,0.00862069
155,288,0.017241379
155,227,0.017241379
155,212,0.017241379
155,215,0.060344828
155,291,0.025862069
155,229,0.103448276
155,231,0.043103448
155,218,0.017241379
155,266,0.017241379
155,273,0.077586207
155,254,0.025862069
155,312,0.189655172
155,233,0.068965517
155,369,0.215517241
156,251,0.02020202
156,347,0.01010101
156,203,0.01010101
156,224,0.01010101
156,213,0.050505051
156,240,0.222222222
156,215,0.04040404
156,370,0.02020202
156,283,0.03030303
156,229,0.01010101
156,307,0.01010101
156,258,0.02020202
156,371,0.01010101
156,218,0.01010101
156,273,0.01010101
156,312,0.121212121
156,369,0.373737374
156,334,0.02020202
157,219,0.044444444
157,220,0.022222222
157,203,0.044444444
157,242,0.022222222
157,207,0.022222222
157,274,0.022222222
157,208,0.044444444
157,277,0.044444444
157,212,0.044444444
157,240,0.177777778
157,229,0.088888889
157,271,0.022222222
157,264,0.022222222
157,247,0.088888889
157,248,0.022222222
157,372,0.022222222
157,296,0.088888889
157,273,0.066666667
157,254,0.088888889
158,240,1
159,373,0.008064516
159,374,0.016129032
159,219,0.008064516
159,220,0.012096774
159,284,0.044354839
159,205,0.185483871
159,203,0.016129032
159,236,0.012096774
159,242,0.004032258
159,206,0.056451613
159,221,0.024193548
159,223,0.004032258
159,208,0.004032258
159,224,0.004032258
159,238,0.016129032
159,209,0.008064516
159,318,0.004032258
159,210,0.012096774
159,239,0.016129032
159,375,0.004032258
159,227,0.004032258
159,212,0.068548387
159,228,0.012096774
159,240,0.016129032
159,290,0.004032258
159,291,0.004032258
159,271,0.012096774
159,264,0.004032258
159,216,0.004032258
159,266,0.008064516
159,376,0.004032258
159,377,0.008064516
159,378,0.048387097
159,249,0.016129032
159,295,0.004032258
159,296,0.016129032
159,273,0.012096774
159,254,0.032258065
159,311,0.004032258
159,312,0.044354839
159,379,0.012096774
159,380,0.004032258
159,369,0.197580645
160,241,0.008510638
160,219,0.112765957
160,220,0.025531915
160,235,0.00212766
160,205,0.014893617
160,203,0.00212766
160,285,0.004255319
160,207,0.008510638
160,221,0.008510638
160,222,0.006382979
160,223,0.004255319
160,208,0.170212766
160,224,0.008510638
160,314,0.034042553
160,238,0.112765957
160,209,0.00212766
160,318,0.00212766
160,345,0.00212766
160,210,0.00212766
160,276,0.00212766
160,211,0.00212766
160,239,0.021276596
160,277,0.00212766
160,215,0.00212766
160,381,0.006382979
160,382,0.008510638
160,383,0.00212766
160,291,0.017021277
160,229,0.085106383
160,247,0.006382979
160,266,0.006382979
160,232,0.010638298
160,295,0.00212766
160,273,0.089361702
160,254,0.19787234
160,233,0.006382979
161,341,1
162,205,0.1
162,242,0.3
162,288,0.2
162,212,0.3
162,297,0.1
163,279,0.519266055
163,347,0.040366972
163,204,0.025688073
163,344,0.016513761
163,236,0.001834862
163,207,0.19266055
163,314,0.001834862
163,384,0.001834862
163,239,0.003669725
163,286,0.003669725
163,213,0.001834862
163,240,0.023853211
163,215,0.011009174
163,304,0.001834862
163,283,0.014678899
163,229,0.108256881
163,271,0.001834862
163,307,0.005504587
163,385,0.00733945
163,217,0.001834862
163,259,0.009174312
163,296,0.001834862
163,297,0.001834862
163,313,0.001834862
164,219,0.066666667
164,205,0.066666667
164,242,0.066666667
164,291,0.266666667
164,248,0.066666667
164,232,0.333333333
164,273,0.066666667
164,297,0.066666667
165,279,0.050847458
165,348,0.016949153
165,219,0.033898305
165,203,0.016949153
165,236,0.016949153
165,207,0.033898305
165,269,0.016949153
165,238,0.016949153
165,209,0.06779661
165,386,0.033898305
165,211,0.016949153
165,239,0.016949153
165,227,0.050847458
165,213,0.033898305
165,214,0.016949153
165,240,0.050847458
165,215,0.033898305
165,293,0.06779661
165,229,0.084745763
165,305,0.016949153
165,216,0.016949153
165,266,0.016949153
165,387,0.06779661
165,388,0.016949153
165,232,0.016949153
165,296,0.118644068
165,254,0.033898305
165,313,0.016949153
166,346,0.003773585
166,279,0.037735849
166,347,0.00754717
166,204,0.003773585
166,220,0.011320755
166,203,0.003773585
166,236,0.011320755
166,207,0.079245283
166,269,0.011320755
166,349,0.003773585
166,211,0.01509434
166,261,0.003773585
166,227,0.003773585
166,270,0.00754717
166,213,0.154716981
166,214,0.011320755
166,240,0.230188679
166,215,0.21509434
166,283,0.022641509
166,229,0.018867925
166,264,0.003773585
166,305,0.00754717
166,309,0.00754717
166,217,0.022641509
166,266,0.067924528
166,267,0.018867925
166,296,0.003773585
166,389,0.003773585
166,369,0.00754717
167,218,1
168,285,0.333333333
168,246,0.333333333
168,232,0.333333333
169,279,0.017241379
169,211,0.086206897
169,212,0.017241379
169,213,0.810344828
169,240,0.034482759
169,215,0.034482759
170,239,0.125
170,288,0.125
170,240,0.5
170,264,0.125
170,254,0.125
171,224,0.5
171,210,0.25
171,291,0.25
172,219,0.012048193
172,220,0.228915663
172,236,0.13253012
172,221,0.012048193
172,208,0.13253012
172,345,0.024096386
172,210,0.072289157
172,240,0.012048193
172,390,0.012048193
172,304,0.012048193
172,266,0.036144578
172,248,0.048192771
172,232,0.024096386
172,295,0.024096386
172,273,0.204819277
172,254,0.012048193
173,205,0.111111111
173,207,0.166666667
173,212,0.111111111
173,383,0.055555556
173,271,0.055555556
173,232,0.055555556
173,296,0.444444444
174,212,1
175,391,1
176,392,0.041666667
176,219,0.25
176,220,0.041666667
176,285,0.041666667
176,208,0.125
176,238,0.083333333
176,209,0.083333333
176,227,0.041666667
176,291,0.083333333
176,247,0.041666667
176,266,0.041666667
176,248,0.125
177,219,0.044444444
177,220,0.077777778
177,203,0.033333333
177,242,0.011111111
177,222,0.011111111
177,223,0.033333333
177,208,0.011111111
177,224,0.011111111
177,227,0.044444444
177,229,0.033333333
177,266,0.022222222
177,273,0.655555556
177,393,0.011111111
178,241,0.007692308
178,219,0.130769231
178,207,0.007692308
178,222,0.1
178,224,0.023076923
178,314,0.407692308
178,209,0.007692308
178,277,0.007692308
178,212,0.092307692
178,247,0.007692308
178,266,0.007692308
178,248,0.061538462
178,273,0.130769231
178,254,0.007692308
179,212,0.5
179,229,0.5
180,220,0.04
180,209,0.06
180,210,0.04
180,276,0.12
180,288,0.06
180,212,0.02
180,215,0.12
180,229,0.06
180,273,0.44
180,254,0.04
181,279,0.048780488
181,285,0.024390244
181,242,0.170731707
181,261,0.048780488
181,227,0.024390244
181,212,0.024390244
181,394,0.12195122
181,215,0.073170732
181,248,0.024390244
181,322,0.024390244
181,232,0.024390244
181,273,0.048780488
181,312,0.292682927
181,369,0.048780488
182,279,0.356060606
182,347,0.022727273
182,204,0.075757576
182,344,0.007575758
182,236,0.068181818
182,207,0.015151515
182,269,0.03030303
182,209,0.007575758
182,212,0.068181818
182,270,0.060606061
182,213,0.053030303
182,240,0.007575758
182,283,0.159090909
182,229,0.007575758
182,307,0.007575758
182,258,0.007575758
182,217,0.045454545
183,279,0.004444444
183,219,0.026666667
183,220,0.026666667
183,235,0.008888889
183,332,0.008888889
183,205,0.053333333
183,236,0.031111111
183,207,0.004444444
183,222,0.013333333
183,269,0.004444444
183,238,0.244444444
183,209,0.102222222
183,345,0.013333333
183,210,0.004444444
183,276,0.008888889
183,286,0.004444444
183,288,0.004444444
183,212,0.022222222
183,213,0.097777778
183,240,0.057777778
183,215,0.017777778
183,289,0.048888889
183,290,0.004444444
183,382,0.004444444
183,291,0.022222222
183,283,0.017777778
183,229,0.017777778
183,263,0.004444444
183,216,0.022222222
183,385,0.066666667
183,266,0.022222222
183,297,0.008888889
184,395,0.010752688
184,279,0.010752688
184,259,0.978494624
185,219,0.025641026
185,220,0.025641026
185,223,0.025641026
185,209,0.051282051
185,218,0.025641026
185,273,0.769230769
185,254,0.076923077
186,220,0.19047619
186,314,0.523809524
186,209,0.142857143
186,227,0.095238095
186,273,0.047619048
187,396,0.333333333
187,341,0.333333333
187,228,0.111111111
187,253,0.222222222
188,219,0.5
188,254,0.5
189,219,0.007142857
189,205,0.014285714
189,203,0.007142857
189,208,0.064285714
189,238,0.207142857
189,243,0.014285714
189,386,0.014285714
189,345,0.007142857
189,210,0.007142857
189,239,0.007142857
189,288,0.014285714
189,212,0.028571429
189,215,0.007142857
189,291,0.014285714
189,229,0.014285714
189,328,0.007142857
189,354,0.05
189,248,0.007142857
189,232,0.007142857
189,273,0.007142857
189,254,0.492857143
190,236,0.090909091
190,238,0.090909091
190,212,0.181818182
190,240,0.090909091
190,216,0.272727273
190,385,0.090909091
190,248,0.090909091
190,297,0.090909091
191,220,0.048543689
191,205,0.009708738
191,236,0.058252427
191,242,0.038834951
191,207,0.019417476
191,221,0.009708738
191,238,0.40776699
191,209,0.067961165
191,239,0.038834951
191,212,0.058252427
191,240,0.019417476
191,215,0.048543689
191,382,0.019417476
191,229,0.038834951
191,263,0.009708738
191,266,0.009708738
191,248,0.048543689
191,254,0.048543689
192,219,0.066666667
192,220,0.033333333
192,205,0.033333333
192,222,0.066666667
192,227,0.1
192,212,0.366666667
192,290,0.033333333
192,216,0.033333333
192,232,0.033333333
192,273,0.233333333
193,397,0.022727273
193,203,0.022727273
193,318,0.068181818
193,276,0.113636364
193,288,0.227272727
193,277,0.068181818
193,212,0.386363636
193,257,0.022727273
193,264,0.022727273
193,248,0.022727273
193,372,0.022727273
194,300,0.01980198
194,398,0.01980198
194,242,0.00990099
194,207,0.04950495
194,223,0.00990099
194,208,0.00990099
194,224,0.059405941
194,276,0.01980198
194,239,0.00990099
194,288,0.02970297
194,375,0.01980198
194,340,0.168316832
194,227,0.00990099
194,212,0.04950495
194,228,0.03960396
194,240,0.227722772
194,215,0.03960396
194,229,0.01980198
194,385,0.069306931
194,321,0.00990099
194,217,0.00990099
194,248,0.01980198
194,259,0.03960396
194,254,0.01980198
194,233,0.00990099
194,297,0.00990099
195,224,1
196,241,1
197,276,0.75
197,212,0.25
198,251,0.027777778
198,212,0.027777778
198,213,0.027777778
198,257,0.027777778
198,240,0.277777778
198,229,0.388888889
198,321,0.027777778
198,266,0.083333333
198,248,0.027777778
198,324,0.027777778
198,334,0.055555556
199,276,0.2
199,288,0.8
200,251,0.08
200,279,0.026666667
200,202,0.013333333
200,205,0.013333333
200,206,0.026666667
200,269,0.04
200,209,0.026666667
200,212,0.013333333
200,213,0.093333333
200,262,0.013333333
200,215,0.093333333
200,255,0.026666667
200,283,0.066666667
200,229,0.186666667
200,309,0.013333333
200,258,0.066666667
200,259,0.026666667
200,296,0.013333333
200,369,0.146666667
200,297,0.013333333
201,220,0.03125
201,277,0.03125
201,212,0.15625
201,240,0.125
201,215,0.03125
201,247,0.09375
201,216,0.53125
202,241,0.015625
202,337,0.0078125
202,338,0.0078125
202,219,0.03125
202,202,0.015625
202,220,0.1015625
202,399,0.0234375
202,222,0.0078125
202,223,0.0078125
202,208,0.0078125
202,224,0.03125
202,314,0.03125
202,400,0.0234375
202,276,0.0078125
202,239,0.03125
202,401,0.0078125
202,326,0.0078125
202,256,0.0078125
202,227,0.0078125
202,212,0.03125
202,257,0.0390625
202,240,0.015625
202,291,0.03125
202,229,0.15625
202,264,0.015625
202,230,0.0234375
202,248,0.0703125
202,322,0.0078125
202,232,0.0546875
202,323,0.0078125
202,254,0.0859375
202,335,0.015625
202,233,0.0625
203,337,0.201612903
203,338,0.201612903
203,225,0.266129032
203,323,0.064516129
203,234,0.266129032
204,338,0.038834951
204,219,0.014563107
204,220,0.033980583
204,205,0.004854369
204,203,0.014563107
204,242,0.004854369
204,206,0.029126214
204,223,0.004854369
204,208,0.058252427
204,225,0.019417476
204,209,0.004854369
204,243,0.004854369
204,276,0.009708738
204,227,0.09223301
204,212,0.063106796
204,215,0.019417476
204,291,0.014563107
204,229,0.014563107
204,278,0.004854369
204,271,0.004854369
204,264,0.004854369
204,266,0.004854369
204,232,0.009708738
204,323,0.04368932
204,296,0.004854369
204,273,0.291262136
204,254,0.053398058
204,312,0.033980583
204,356,0.09223301
204,369,0.004854369
205,219,0.131578947
205,205,0.026315789
205,207,0.026315789
205,208,0.052631579
205,238,0.605263158
205,211,0.026315789
205,239,0.026315789
205,215,0.052631579
205,217,0.026315789
205,266,0.026315789
206,402,0.00862069
206,338,0.017241379
206,373,0.00862069
206,403,0.00862069
206,206,0.00862069
206,396,0.017241379
206,275,0.00862069
206,223,0.00862069
206,404,0.00862069
206,405,0.025862069
206,210,0.017241379
206,276,0.120689655
206,239,0.00862069
206,406,0.025862069
206,288,0.094827586
206,277,0.00862069
206,212,0.094827586
206,213,0.034482759
206,228,0.060344828
206,240,0.00862069
206,342,0.00862069
206,215,0.00862069
206,407,0.051724138
206,253,0.051724138
